,Image,F1,Jaccard,Recall,Precision
280,1218.png,0.8367346938775511,0.7192982456140351,0.8631578947368421,0.8118811881188119
281,926.png,0.930888575458392,0.8707124010554089,0.9763313609467456,0.889487870619946
282,2029.png,0.887920298879203,0.7984322508398656,0.8642424242424243,0.912932138284251
283,559.png,0.9136904761904762,0.8410958904109589,0.8480662983425414,0.9903225806451613
284,16.png,0.8997289972899729,0.8177339901477833,0.9325842696629213,0.8691099476439791
285,1972.png,0.592077831827658,0.420533070088845,0.46405228758169936,0.817658349328215
286,2837.png,0.0,0.0,0.0,0.0
287,1050.png,0.9263097294185378,0.8627345844504022,0.8725596529284165,0.9871165644171779
288,2971.png,0.7221095334685598,0.5650793650793651,0.5682362330407024,0.9902642559109874
289,1988.png,0.10250569476082004,0.05402160864345738,0.10180995475113122,0.10321100917431193
290,949.png,0.8885672937771346,0.7994791666666666,0.8623595505617978,0.9164179104477612
291,2633.png,0.0,0.0,0.0,0.0
292,1410.png,0.7808471454880294,0.6404833836858006,0.668769716088328,0.9380530973451328
293,1118.png,0.9143426294820716,0.8422018348623853,0.9956616052060737,0.8453038674033149
294,1185.png,0.9801829268292682,0.9611360239162929,0.9691032403918614,0.9915188897455667
295,1726.png,0.9362400375058604,0.880123402379903,0.9980009995002499,0.8816777041942605
296,880.png,0.6933867735470941,0.5306748466257669,0.9829545454545454,0.5356037151702786
297,2951.png,0.962428359159414,0.9275777414075287,0.9843682153712549,0.9414451827242525
298,2269.png,0.0,0.0,0.0,0.0
299,1555.png,0.8704965920155794,0.7706896551724138,1.0,0.7706896551724138
300,2968.png,0.9173814898419865,0.8473728106755629,0.9442379182156134,0.8920105355575065
301,948.png,0.8535031847133758,0.7444444444444445,0.7540192926045016,0.9832285115303984
302,262.png,0.9289740698985344,0.8673684210526316,0.9331823329558324,0.9248035914702581
303,2090.png,0.8232362560348855,0.6995764955002647,0.7743920304717258,0.878656914893617
304,2285.png,0.20553359683794467,0.1145374449339207,0.11533586818757921,0.9430051813471503
305,1262.png,0.5675430643699003,0.3962025316455696,1.0,0.3962025316455696
306,2098.png,0.0,0.0,0.0,0.0
307,1662.png,0.8875,0.797752808988764,1.0,0.797752808988764
308,1739.png,0.9426591052299936,0.8915375446960667,0.9986648865153538,0.8926014319809069
309,557.png,0.7696629213483146,0.6255707762557078,0.6844296419650291,0.879144385026738
310,2718.png,0.8683304647160068,0.7673003802281368,0.8137096774193548,0.9308118081180812
311,2172.png,0.23519458544839258,0.1332694151486098,0.1332694151486098,1.0
312,2729.png,0.8904109589041096,0.8024691358024691,0.8024691358024691,1.0
313,361.png,0.931129476584022,0.8711340206185567,0.8765560165975104,0.9929494712103408
314,2647.png,0.0,0.0,0.0,0.0
315,2489.png,0.8947274986685602,0.8095085126887247,0.8123791102514507,0.9956538917423943
316,822.png,0.9162861491628616,0.8455056179775281,0.86,0.9804560260586319
317,2305.png,0.7881533101045296,0.6503737780333525,0.6649029982363316,0.9674935842600513
318,2655.png,0.7550644567219152,0.606508875739645,0.606508875739645,1.0
319,2957.png,0.9035498995311454,0.8240684178375076,0.9882783882783883,0.8322023442319556
320,1194.png,0.8707280832095097,0.7710526315789473,0.8371428571428572,0.9071207430340558
321,2198.png,0.9279921356598673,0.8656579550664832,0.9309664694280079,0.9250367466927977
322,2497.png,0.0,0.0,0.0,0.0
323,1867.png,0.9318057828696126,0.8723186925434117,0.8758974358974358,0.9953379953379954
324,2345.png,0.8877663772691398,0.7981833664490491,0.9679862306368331,0.8198250728862974
325,1561.png,0.9194097616345063,0.8508403361344538,0.995085995085995,0.8544303797468354
326,3035.png,0.9287356321839081,0.8669527896995708,0.8953900709219859,0.9646609360076409
327,2789.png,0.7724335965541996,0.6292397660818714,0.6380077082715684,0.9786266484765803
328,593.png,0.9597215315763302,0.9225621414913958,0.9225621414913958,1.0
329,2190.png,0.8677953890489913,0.7664651606745148,0.7768461786520477,0.9828641370869033
330,12.png,0.9739795918367348,0.9492789656887121,0.9927197087883516,0.9559339008512769
331,580.png,0.9712272460364063,0.9440639269406392,0.9706572769953051,0.9717978848413631
332,2006.png,0.6311226701343736,0.461051298290057,0.49122807017543857,0.8824242424242424
333,1902.png,0.7569737106160946,0.6089764288020665,0.8449820788530465,0.6855688840421665
334,2825.png,0.9023485784919655,0.8220720720720721,0.9431524547803618,0.8649289099526066
335,730.png,0.9068592057761733,0.8295904887714664,0.9804839968774395,0.8435191403626595
336,3010.png,0.5063879210220673,0.3390357698289269,0.34169278996865204,0.9775784753363229
337,1616.png,0.9108910891089108,0.8363636363636363,0.9787234042553191,0.8518518518518519
338,1590.png,0.8588957055214724,0.7526881720430108,0.9459459459459459,0.7865168539325843
339,1087.png,0.0,0.0,0.0,0.0
340,702.png,0.8286304198210599,0.7074030552291422,0.7166666666666667,0.9820554649265906
341,2263.png,0.9699652228896618,0.941682013505218,0.9752066115702479,0.9647798742138365
342,479.png,0.8938356164383563,0.8080495356037152,0.8392282958199357,0.9560439560439561
343,2411.png,0.8198149156232988,0.6946494464944649,0.6946494464944649,1.0
344,3029.png,0.0,0.0,0.0,0.0
345,1539.png,0.9618143050978872,0.926437640029873,0.9579150579150579,0.9657454262358894
346,3001.png,0.5652323580034423,0.3939539347408829,0.3939539347408829,1.0
347,2503.png,0.9218436873747495,0.8550185873605948,0.9697821503865074,0.8784213876511776
348,2403.png,0.823731728288908,0.7002923976608187,0.711738484398217,0.9775510204081632
349,2429.png,0.7977369165487976,0.6635294117647059,0.6678507992895204,0.990342405618964
